"from","to","id","col","score","result","compare"
"surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","374","MeasureName","False","True","True"
"94%","94%","374","Score","True","True","True"
"98 patients","98 patients","374","Sample","True","True","True"
"al_scip-inf-3","al_scip-inf-3","374","Stateavg","False","True","True"
"376","376","375","index","True","True","True"
"10086","10086","375","ProviderNumber","True","True","True"
"northwest medical center","northwest medical center","375","HospitalName","False","True","True"
"1530 u s highway 43","1530 u s highway 43","375","Address1","True","True","True"
"empty","empty","375","Address2","True","True","True"
"empty","empty","375","Address3","True","True","True"
"winfield","winfield","375","City","False","True","True"
"al","al","375","State","True","True","True"
"3xx94","35594","375","ZipCode","False","False","False"
"marion","marion","375","CountyName","False","True","True"
"2054877736","2054877736","375","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","375","HospitalType","True","True","True"
"proprietary","proprietary","375","HospitalOwner","True","True","True"
"yes","yes","375","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","375","Condition","False","True","True"
"scip-inf-4","scip-inf-4","375","MeasureCode","True","True","True"
"all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","375","MeasureName","False","True","True"
"empty","empty","375","Score","False","True","True"
"0 patients","0 patients","375","Sample","True","True","True"
"al_scip-inf-4","al_scip-inf-4","375","Stateavg","False","True","True"
"377","377","376","index","True","True","True"
"10086","10086","376","ProviderNumber","True","True","True"
"northwest medical center","northwest medical center","376","HospitalName","False","True","True"
"1530 u s highway 43","1530 u s highway 43","376","Address1","True","True","True"
"empty","empty","376","Address2","True","True","True"
"empty","empty","376","Address3","True","True","True"
"winfield","winfield","376","City","False","True","True"
"al","al","376","State","True","True","True"
"35594","35594","376","ZipCode","True","True","True"
"marion","marion","376","CountyName","False","True","True"
"2054877736","2054877736","376","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","376","HospitalType","True","True","True"
"proprietary","proprietary","376","HospitalOwner","True","True","True"
"yes","yes","376","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","376","Condition","False","True","True"
"scip-inf-6","scip-inf-6","376","MeasureCode","True","True","True"
"surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)","surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)","376","MeasureName","False","True","True"
"100%","100%","376","Score","True","True","True"
"146 patients","146 patients","376","Sample","True","True","True"
"al_scip-inf-6","al_scip-inf-6","376","Stateavg","False","True","True"
"378","378","377","index","True","True","True"
"10086","10086","377","ProviderNumber","True","True","True"
"northwest medical center","northwest medical center","377","HospitalName","False","True","True"
"1530 u s highway 43","1530 u s highway 43","377","Address1","True","True","True"
"empty","empty","377","Address2","True","True","True"
"empty","empty","377","Address3","True","True","True"
"winfield","winfield","377","City","False","True","True"
"al","al","377","State","True","True","True"
"35594","35594","377","ZipCode","True","True","True"
"marion","marion","377","CountyName","False","True","True"
"2054877736","2054877736","377","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","377","HospitalType","True","True","True"
"proprietary","proprietary","377","HospitalOwner","True","True","True"
"yes","yes","377","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","377","Condition","False","True","True"
"scip-vte-1","scip-vte-1","377","MeasureCode","True","True","True"
"surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","377","MeasureName","False","True","True"
"95%","95%","377","Score","True","True","True"
"58 patients","58 patients","377","Sample","True","True","True"
"al_scip-vte-1","al_scip-vte-1","377","Stateavg","False","True","True"
"379","379","378","index","True","True","True"
"10086","10086","378","ProviderNumber","True","True","True"
"northwest medical center","northwest medical center","378","HospitalName","False","True","True"
"1530 u s highway 43","1530 u s highway 43","378","Address1","True","True","True"
"empty","empty","378","Address2","True","True","True"
"empty","empty","378","Address3","True","True","True"
"winfield","winfield","378","City","False","True","True"
"al","al","378","State","True","True","True"
"35594","35594","378","ZipCode","True","True","True"
"marion","marion","378","CountyName","False","True","True"
"2054877736","2054877736","378","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","378","HospitalType","True","True","True"
"proprietary","proprietary","378","HospitalOwner","True","True","True"
"yes","yes","378","EmergencyService","True","True","True"
"surgical infection prevention","surgical infection prevention","378","Condition","False","True","True"
"scip-vte-2","scip-vte-2","378","MeasureCode","True","True","True"
"patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","378","MeasureName","False","True","True"
"x5%","95%","378","Score","True","False","False"
"58 patients","58 patients","378","Sample","True","True","True"
"al_scip-vte-2","al_scip-vte-2","378","Stateavg","False","True","True"
"380","380","379","index","True","True","True"
"10087","10087","379","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","379","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","379","Address1","True","True","True"
"empty","empty","379","Address2","True","True","True"
"empty","empty","379","Address3","True","True","True"
"mobile","mobile","379","City","False","True","True"
"al","al","379","State","True","True","True"
"36617","36617","379","ZipCode","False","True","True"
"mobile","mobile","379","CountyName","False","True","True"
"2514717110","2514717110","379","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","379","HospitalType","True","True","True"
"government - state","government - state","379","HospitalOwner","True","True","True"
"yes","yes","379","EmergencyService","True","True","True"
"heart attack","heart attack","379","Condition","True","True","True"
"ami-1","ami-1","379","MeasureCode","True","True","True"
"heart attack patients given aspirin at arrival","heart attack patients given aspirin at arrival","379","MeasureName","False","True","True"
"99%","99%","379","Score","True","True","True"
"86 patients","86 patients","379","Sample","True","True","True"
"al_ami-1","al_ami-1","379","Stateavg","False","True","True"
"381","381","380","index","True","True","True"
"10087","10087","380","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","380","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","380","Address1","True","True","True"
"empty","empty","380","Address2","True","True","True"
"empty","empty","380","Address3","True","True","True"
"mobile","mobile","380","City","False","True","True"
"al","al","380","State","True","True","True"
"36617","36617","380","ZipCode","False","True","True"
"mobile","mobile","380","CountyName","False","True","True"
"2514717110","2514717110","380","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","380","HospitalType","True","True","True"
"government - state","government - state","380","HospitalOwner","True","True","True"
"yes","yes","380","EmergencyService","True","True","True"
"heart attack","heart attack","380","Condition","True","True","True"
"ami-2","ami-2","380","MeasureCode","True","True","True"
"heaxt attack patients given aspixin at dischaxge","heart attack patients given aspirin at discharge","380","MeasureName","False","False","False"
"97%","97%","380","Score","True","True","True"
"91 patients","91 patients","380","Sample","True","True","True"
"al_ami-2","al_ami-2","380","Stateavg","False","True","True"
"382","382","381","index","True","True","True"
"10087","10087","381","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","381","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","381","Address1","True","True","True"
"empty","empty","381","Address2","True","True","True"
"empty","empty","381","Address3","True","True","True"
"mobile","mobile","381","City","False","True","True"
"al","al","381","State","True","True","True"
"36617","36617","381","ZipCode","False","True","True"
"mobile","mobile","381","CountyName","False","True","True"
"25x47x7xx0","2514717110","381","PhoneNumber","False","False","False"
"acute care hospitals","acute care hospitals","381","HospitalType","True","True","True"
"government - state","government - state","381","HospitalOwner","True","True","True"
"yes","yes","381","EmergencyService","True","True","True"
"heart attack","heart attack","381","Condition","True","True","True"
"ami-3","ami-3","381","MeasureCode","True","True","True"
"heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","381","MeasureName","False","True","True"
"100%","100%","381","Score","True","True","True"
"22 patients","22 patients","381","Sample","True","True","True"
"al_ami-3","al_ami-3","381","Stateavg","False","True","True"
"383","383","382","index","True","True","True"
"10087","10087","382","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","382","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","382","Address1","True","True","True"
"empty","empty","382","Address2","True","True","True"
"empty","empty","382","Address3","True","True","True"
"mobile","mobile","382","City","False","True","True"
"al","al","382","State","True","True","True"
"36617","36617","382","ZipCode","False","True","True"
"mobile","mobile","382","CountyName","False","True","True"
"2514717110","2514717110","382","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","382","HospitalType","True","True","True"
"government - state","government - state","382","HospitalOwner","True","True","True"
"yes","yes","382","EmergencyService","True","True","True"
"heart attack","heart attack","382","Condition","True","True","True"
"ami-4","ami-4","382","MeasureCode","True","True","True"
"heart attack patients given smoking cessation advice/counseling","heart attack patients given smoking cessation advice/counseling","382","MeasureName","False","True","True"
"100%","100%","382","Score","True","True","True"
"58 patients","58 patients","382","Sample","True","True","True"
"al_ami-4","al_ami-4","382","Stateavg","False","True","True"
"384","384","383","index","True","True","True"
"10087","10087","383","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","383","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","383","Address1","True","True","True"
"empty","empty","383","Address2","True","True","True"
"empty","empty","383","Address3","True","True","True"
"mobile","mobile","383","City","False","True","True"
"al","al","383","State","True","True","True"
"36617","36617","383","ZipCode","False","True","True"
"mobile","mobile","383","CountyName","False","True","True"
"2514717110","2514717110","383","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","383","HospitalType","True","True","True"
"government - state","government - state","383","HospitalOwner","True","True","True"
"yes","yes","383","EmergencyService","True","True","True"
"heart attack","heart attack","383","Condition","True","True","True"
"ami-5","ami-5","383","MeasureCode","True","True","True"
"heart attack patients given beta blocker at discharge","heart attack patients given beta blocker at discharge","383","MeasureName","False","True","True"
"96%","96%","383","Score","True","True","True"
"96 patients","96 patients","383","Sample","True","True","True"
"al_ami-5","al_ami-5","383","Stateavg","False","True","True"
"385","385","384","index","True","True","True"
"10087","10087","384","ProviderNumber","True","True","True"
"univ ox south alabama medical center","univ of south alabama medical center","384","HospitalName","False","False","False"
"2451 fillingim street","2451 fillingim street","384","Address1","True","True","True"
"empty","empty","384","Address2","True","True","True"
"empty","empty","384","Address3","True","True","True"
"mobile","mobile","384","City","False","True","True"
"al","al","384","State","True","True","True"
"36617","36617","384","ZipCode","False","True","True"
"mobile","mobile","384","CountyName","False","True","True"
"25x47x7xx0","2514717110","384","PhoneNumber","False","False","False"
"acute care hospitals","acute care hospitals","384","HospitalType","True","True","True"
"government - state","government - state","384","HospitalOwner","True","True","True"
"yes","yes","384","EmergencyService","True","True","True"
"heart attack","heart attack","384","Condition","True","True","True"
"ami-7a","ami-7a","384","MeasureCode","True","True","True"
"heart attack patients given fibrinolytic medication within 30 minutes of arrival","heart attack patients given fibrinolytic medication within 30 minutes of arrival","384","MeasureName","False","True","True"
"empty","empty","384","Score","False","True","True"
"0 patients","0 patients","384","Sample","True","True","True"
"al_ami-7a","al_ami-7a","384","Stateavg","False","True","True"
"386","386","385","index","True","True","True"
"10087","10087","385","ProviderNumber","True","True","True"
"xniv of soxth alabama medical center","univ of south alabama medical center","385","HospitalName","False","False","False"
"2451 fillingim street","2451 fillingim street","385","Address1","True","True","True"
"empty","empty","385","Address2","True","True","True"
"empty","empty","385","Address3","True","True","True"
"mobile","mobile","385","City","False","True","True"
"al","al","385","State","True","True","True"
"36617","36617","385","ZipCode","False","True","True"
"mobile","mobile","385","CountyName","False","True","True"
"2514717110","2514717110","385","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","385","HospitalType","True","True","True"
"government - state","government - state","385","HospitalOwner","True","True","True"
"yes","yes","385","EmergencyService","True","True","True"
"heart attack","heart attack","385","Condition","True","True","True"
"ami-8a","ami-8a","385","MeasureCode","True","True","True"
"heart attack patients given pci within 90 minutes of arrival","heart attack patients given pci within 90 minutes of arrival","385","MeasureName","False","True","True"
"50%","50%","385","Score","True","True","True"
"16 patients","16 patients","385","Sample","True","True","True"
"al_ami-8a","al_ami-8a","385","Stateavg","False","True","True"
"387","387","386","index","True","True","True"
"10087","10087","386","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","386","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","386","Address1","True","True","True"
"empty","empty","386","Address2","True","True","True"
"empty","empty","386","Address3","True","True","True"
"mobile","mobile","386","City","False","True","True"
"xl","al","386","State","False","False","False"
"36617","36617","386","ZipCode","False","True","True"
"mobile","mobile","386","CountyName","False","True","True"
"25x47x7xx0","2514717110","386","PhoneNumber","False","False","False"
"acute care hospitals","acute care hospitals","386","HospitalType","True","True","True"
"government - state","government - state","386","HospitalOwner","True","True","True"
"yes","yes","386","EmergencyService","True","True","True"
"hxart failurx","heart failure","386","Condition","True","False","False"
"hf-1","hf-1","386","MeasureCode","True","True","True"
"heart failure patients given discharge instructions","heart failure patients given discharge instructions","386","MeasureName","False","True","True"
"83%","83%","386","Score","True","True","True"
"146 patients","146 patients","386","Sample","True","True","True"
"al_hf-1","al_hf-1","386","Stateavg","False","True","True"
"388","388","387","index","True","True","True"
"10087","10087","387","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","387","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","387","Address1","True","True","True"
"empty","empty","387","Address2","True","True","True"
"empty","empty","387","Address3","True","True","True"
"mobile","mobile","387","City","False","True","True"
"al","al","387","State","True","True","True"
"36617","36617","387","ZipCode","False","True","True"
"mobile","mobile","387","CountyName","False","True","True"
"2514717110","2514717110","387","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","387","HospitalType","True","True","True"
"government - state","government - state","387","HospitalOwner","True","True","True"
"yes","yes","387","EmergencyService","True","True","True"
"heart failure","heart failure","387","Condition","True","True","True"
"hf-2","hf-2","387","MeasureCode","True","True","True"
"heart failure patients given an evaluation of left ventricular systolic (lvs) function","heart failure patients given an evaluation of left ventricular systolic (lvs) function","387","MeasureName","False","True","True"
"98%","98%","387","Score","True","True","True"
"150 patients","150 patients","387","Sample","True","True","True"
"al_hx-2","al_hf-2","387","Stateavg","False","False","False"
"389","389","388","index","True","True","True"
"10087","10087","388","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","388","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","388","Address1","True","True","True"
"empty","empty","388","Address2","True","True","True"
"empty","empty","388","Address3","True","True","True"
"mobile","mobile","388","City","False","True","True"
"al","al","388","State","True","True","True"
"36617","36617","388","ZipCode","False","True","True"
"mobile","mobile","388","CountyName","False","True","True"
"2514717110","2514717110","388","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","388","HospitalType","True","True","True"
"government - state","government - state","388","HospitalOwner","True","True","True"
"yes","yes","388","EmergencyService","True","True","True"
"heart failure","heart failure","388","Condition","True","True","True"
"hf-3","hf-3","388","MeasureCode","True","True","True"
"heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","388","MeasureName","False","True","True"
"96%","96%","388","Score","True","True","True"
"84 patients","84 patients","388","Sample","True","True","True"
"al_hf-3","al_hf-3","388","Stateavg","False","True","True"
"390","390","389","index","True","True","True"
"10087","10087","389","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","389","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","389","Address1","True","True","True"
"empty","empty","389","Address2","True","True","True"
"empty","empty","389","Address3","True","True","True"
"mobile","mobile","389","City","False","True","True"
"al","al","389","State","True","True","True"
"36617","36617","389","ZipCode","False","True","True"
"mobile","mobile","389","CountyName","False","True","True"
"2514717110","2514717110","389","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","389","HospitalType","True","True","True"
"government - state","government - state","389","HospitalOwner","True","True","True"
"yxs","yes","389","EmergencyService","False","False","False"
"heart failure","heart failure","389","Condition","True","True","True"
"hf-4","hf-4","389","MeasureCode","True","True","True"
"heart xailure patients given smoking cessation advice/counseling","heart failure patients given smoking cessation advice/counseling","389","MeasureName","False","False","False"
"100%","100%","389","Score","True","True","True"
"45 patients","45 patients","389","Sample","True","True","True"
"al_hf-4","al_hf-4","389","Stateavg","False","True","True"
"391","391","390","index","True","True","True"
"10087","10087","390","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","390","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","390","Address1","True","True","True"
"empty","empty","390","Address2","True","True","True"
"empty","empty","390","Address3","True","True","True"
"mobile","mobile","390","City","False","True","True"
"al","al","390","State","True","True","True"
"36617","36617","390","ZipCode","False","True","True"
"mobile","mobile","390","CountyName","False","True","True"
"2514717110","2514717110","390","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","390","HospitalType","True","True","True"
"government - state","government - state","390","HospitalOwner","True","True","True"
"yes","yes","390","EmergencyService","True","True","True"
"pneumonia","pneumonia","390","Condition","False","True","True"
"pn-2","pn-2","390","MeasureCode","True","True","True"
"pneumonia patients assessed and given pneumococcal vaccination","pneumonia patients assessed and given pneumococcal vaccination","390","MeasureName","False","True","True"
"71%","71%","390","Score","True","True","True"
"7 patients","7 patients","390","Sample","True","True","True"
"al_pn-2","al_pn-2","390","Stateavg","False","True","True"
"392","392","391","index","True","True","True"
"10087","10087","391","ProviderNumber","True","True","True"
"univ of south alabama medical center","univ of south alabama medical center","391","HospitalName","False","True","True"
"2451 fillingim street","2451 fillingim street","391","Address1","True","True","True"
"empty","empty","391","Address2","True","True","True"
"empty","empty","391","Address3","True","True","True"
"mobile","mobile","391","City","False","True","True"
"al","al","391","State","True","True","True"
"36617","36617","391","ZipCode","False","True","True"
"mobile","mobile","391","CountyName","False","True","True"
"2514717110","2514717110","391","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","391","HospitalType","True","True","True"
"government - state","government - state","391","HospitalOwner","True","True","True"
"yes","yes","391","EmergencyService","True","True","True"
"pneumonia","pneumonia","391","Condition","False","True","True"
"pn-xb","pn-3b","391","MeasureCode","True","False","False"
"pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics","pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics","391","MeasureName","False","True","True"
"89%","89%","391","Score","True","True","True"
"35 patients","35 patients","391","Sample","True","True","True"
"al_pn-3b","al_pn-3b","391","Stateavg","False","True","True"
"393","393","392","index","True","True","True"
"10108","10108","392","ProviderNumber","True","True","True"
"prattville baptist hospital","prattville baptist hospital","392","HospitalName","False","True","True"
"124 s memorial dr","124 s memorial dr","392","Address1","True","True","True"
"empty","empty","392","Address2","True","True","True"
"empty","empty","392","Address3","True","True","True"
"prattville","prattville","392","City","False","True","True"
"al","al","392","State","True","True","True"
"36067","36067","392","ZipCode","False","True","True"
"autauga","autauga","392","CountyName","False","True","True"
"3343614267","3343614267","392","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","392","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","392","HospitalOwner","True","True","True"
"yes","yes","392","EmergencyService","True","True","True"
"heart attack","heart attack","392","Condition","True","True","True"
"ami-2","ami-2","392","MeasureCode","True","True","True"
"heart attack patients given aspirin at discharge","heart attack patients given aspirin at discharge","392","MeasureName","False","True","True"
"100%","100%","392","Score","True","True","True"
"4 patients","4 patients","392","Sample","True","True","True"
"al_ami-2","al_ami-2","392","Stateavg","False","True","True"
"394","394","393","index","True","True","True"
"10108","10108","393","ProviderNumber","True","True","True"
"prattville baptist hospital","prattville baptist hospital","393","HospitalName","False","True","True"
"124xsxmemorialxdr","124 s memorial dr","393","Address1","True","False","False"
"empty","empty","393","Address2","True","True","True"
"empty","empty","393","Address3","True","True","True"
"prattville","prattville","393","City","False","True","True"
"al","al","393","State","True","True","True"
"36067","36067","393","ZipCode","False","True","True"
"autauga","autauga","393","CountyName","False","True","True"
"33x361x267","3343614267","393","PhoneNumber","False","False","False"
"acute care hospitals","acute care hospitals","393","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","393","HospitalOwner","True","True","True"
"yes","yes","393","EmergencyService","True","True","True"
"heart attack","heart attack","393","Condition","True","True","True"
"ami-3","ami-3","393","MeasureCode","True","True","True"
"heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)","393","MeasureName","False","True","True"
"67%","67%","393","Score","True","True","True"
"3 patients","3 patients","393","Sample","True","True","True"
"al_ami-3","al_ami-3","393","Stateavg","False","True","True"
"395","395","394","index","True","True","True"
"10108","10108","394","ProviderNumber","True","True","True"
"prattville baptist hospital","prattville baptist hospital","394","HospitalName","False","True","True"
"124 s memorial dr","124 s memorial dr","394","Address1","True","True","True"
"empty","empty","394","Address2","True","True","True"
"empty","empty","394","Address3","True","True","True"
"prattville","prattville","394","City","False","True","True"
"al","al","394","State","True","True","True"
"36067","36067","394","ZipCode","False","True","True"
"autauga","autauga","394","CountyName","False","True","True"
"3343614267","3343614267","394","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","394","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","394","HospitalOwner","True","True","True"
"yes","yes","394","EmergencyService","True","True","True"
"heart attack","heart attack","394","Condition","True","True","True"
"ami-4","ami-4","394","MeasureCode","True","True","True"
"heart attack patients given smoking cessation advice/counseling","heart attack patients given smoking cessation advice/counseling","394","MeasureName","False","True","True"
"empty","empty","394","Score","False","True","True"
"0 patients","0 patients","394","Sample","True","True","True"
"al_ami-4","al_ami-4","394","Stateavg","False","True","True"
"396","396","395","index","True","True","True"
"10108","10108","395","ProviderNumber","True","True","True"
"prattville baptist hospital","prattville baptist hospital","395","HospitalName","False","True","True"
"124 s memorial dr","124 s memorial dr","395","Address1","True","True","True"
"empty","empty","395","Address2","True","True","True"
"empty","empty","395","Address3","True","True","True"
"prattville","prattville","395","City","False","True","True"
"al","al","395","State","True","True","True"
"36067","36067","395","ZipCode","False","True","True"
"autauga","autauga","395","CountyName","False","True","True"
"3343614267","3343614267","395","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","395","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","395","HospitalOwner","True","True","True"
"yes","yes","395","EmergencyService","True","True","True"
"heart attack","heart attack","395","Condition","True","True","True"
"ami-5","ami-5","395","MeasureCode","True","True","True"
"heart attack patients given beta blocker at discharge","heart attack patients given beta blocker at discharge","395","MeasureName","False","True","True"
"100%","100%","395","Score","True","True","True"
"5 patients","5 patients","395","Sample","True","True","True"
"al_ami-5","al_ami-5","395","Stateavg","False","True","True"
"397","397","396","index","True","True","True"
"10108","10108","396","ProviderNumber","True","True","True"
"prattville baptist hospital","prattville baptist hospital","396","HospitalName","False","True","True"
"124 s memorial dr","124 s memorial dr","396","Address1","True","True","True"
"empty","empty","396","Address2","True","True","True"
"empty","empty","396","Address3","True","True","True"
"prattville","prattville","396","City","False","True","True"
"al","al","396","State","True","True","True"
"36067","36067","396","ZipCode","False","True","True"
"autauga","autauga","396","CountyName","False","True","True"
"3343614267","3343614267","396","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","396","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","396","HospitalOwner","True","True","True"
"yes","yes","396","EmergencyService","True","True","True"
"heart attack","heart attack","396","Condition","True","True","True"
"ami-7a","ami-7a","396","MeasureCode","True","True","True"
"heart attack patients given fibrinolytic medication within 30 minutes of arrival","heart attack patients given fibrinolytic medication within 30 minutes of arrival","396","MeasureName","False","True","True"
"empty","empty","396","Score","False","True","True"
"0 patients","0 patients","396","Sample","True","True","True"
"al_ami-7a","al_ami-7a","396","Stateavg","False","True","True"
"398","398","397","index","True","True","True"
"10108","10108","397","ProviderNumber","True","True","True"
"prattville baptist hospital","prattville baptist hospital","397","HospitalName","False","True","True"
"124 s memorial dr","124 s memorial dr","397","Address1","True","True","True"
"empty","empty","397","Address2","True","True","True"
"empty","empty","397","Address3","True","True","True"
"prattville","prattville","397","City","False","True","True"
"al","al","397","State","True","True","True"
"36067","36067","397","ZipCode","False","True","True"
"autauga","autauga","397","CountyName","False","True","True"
"3343614267","3343614267","397","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","397","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","397","HospitalOwner","True","True","True"
"yes","yes","397","EmergencyService","True","True","True"
"heart attack","heart attack","397","Condition","True","True","True"
"ami-8a","ami-8a","397","MeasureCode","True","True","True"
"heart attack patients given pci within 90 minutes of arrival","heart attack patients given pci within 90 minutes of arrival","397","MeasureName","False","True","True"
"empty","empty","397","Score","False","True","True"
"0 patients","0 patients","397","Sample","True","True","True"
"al_ami-8a","al_ami-8a","397","Stateavg","False","True","True"
"399","399","398","index","True","True","True"
"10108","10108","398","ProviderNumber","True","True","True"
"prattville baptist hospital","prattville baptist hospital","398","HospitalName","False","True","True"
"124 s memorial dr","124 s memorial dr","398","Address1","True","True","True"
"empty","empty","398","Address2","True","True","True"
"empty","empty","398","Address3","True","True","True"
"prattville","prattville","398","City","False","True","True"
"al","al","398","State","True","True","True"
"36067","36067","398","ZipCode","False","True","True"
"autauga","autauga","398","CountyName","False","True","True"
"3343614267","3343614267","398","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","398","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","398","HospitalOwner","True","True","True"
"yes","yes","398","EmergencyService","True","True","True"
"heart failure","heart failure","398","Condition","True","True","True"
"hx-1","hf-1","398","MeasureCode","True","False","False"
"heart failure patients given discharge instructions","heart failure patients given discharge instructions","398","MeasureName","False","True","True"
"96%","96%","398","Score","True","True","True"
"75 patients","75 patients","398","Sample","True","True","True"
"al_hf-1","al_hf-1","398","Stateavg","False","True","True"
"400","400","399","index","True","True","True"
"10108","10108","399","ProviderNumber","True","True","True"
"prattville baptist hospital","prattville baptist hospital","399","HospitalName","False","True","True"
"124 s memorial dr","124 s memorial dr","399","Address1","True","True","True"
"empty","empty","399","Address2","True","True","True"
"empty","empty","399","Address3","True","True","True"
"prattville","prattville","399","City","False","True","True"
"al","al","399","State","True","True","True"
"36067","36067","399","ZipCode","False","True","True"
"autauga","autauga","399","CountyName","False","True","True"
"3343614267","3343614267","399","PhoneNumber","True","True","True"
"acute care hospitals","acute care hospitals","399","HospitalType","True","True","True"
"voluntary non-profit - private","voluntary non-profit - private","399","HospitalOwner","True","True","True"
"yes","yes","399","EmergencyService","True","True","True"
"heart failure","heart failure","399","Condition","True","True","True"
"hf-2","hf-2","399","MeasureCode","True","True","True"
"heart failure patients given an evaluation of left ventricular systolic (lvs) function","heart failure patients given an evaluation of left ventricular systolic (lvs) function","399","MeasureName","False","True","True"
"94%","94%","399","Score","True","True","True"
"93 patients","93 patients","399","Sample","True","True","True"
"al_hf-2","al_hf-2","399","Stateavg","False","True","True"
"401","401","400","index","True","True","True"
"10108","10108","400","ProviderNumber","True","True","True"
"prattville baptist hospital","prattville baptist hospital","400","HospitalName","False","True","True"
"124 s memorial dr","124 s memorial dr","400","Address1","True","True","True"
"empty","empty","400","Address2","True","True","True"
"empty","empty","400","Address3","True","True","True"
"prattville","prattville","400","City","False","True","True"
"al","al","400","State","True","True","True"
"36067","36067","400","ZipCode","False","True","True"
"autauga","autauga","400","CountyName","False","True","True"
"3343614267","3343614267","400","PhoneNumber","True","True","True"
