"from","to","id","col","score","result","compare"
"BR J ANAESTH","BR J ANAESTH","370","journal_title","True","True","True"
"","","370","jounral_abbreviation","True","True","True"
"0007-0912","0007-0912","370","journal_issn","True","True","True"
"56","56","370","article_jvolumn","True","True","True"
"3","3","370","article_jissue","True","True","True"
"3/1/84","3/1/84","370","article_jcreated_at","False","True","True"
"239-46","239-46","370","article_pagination","True","True","True"
"{""O Widholm"",""A M Lehtinen"",""J Hovorka""}","{""O Widholm"",""A M Lehtinen"",""J Hovorka""}","370","author_list","True","True","True"
"361906","361906","371","id","True","True","True"
"Fluid resuscitation in sepsis: a systematic review and network meta-analysis.","Fluid resuscitation in sepsis: a systematic review and network meta-analysis.","371","article_title","True","True","True"
"eng","eng","371","article_language","True","True","True"
"Annals of internal medicine","Annals of internal medicine","371","journal_title","True","True","True"
"Ann. Intern. Med.","Ann. Intern. Med.","371","jounral_abbreviation","True","True","True"
"1539-3704","1539-3704","371","journal_issn","True","True","True"
"161","161","371","article_jvolumn","True","True","True"
"5","5","371","article_jissue","True","True","True"
"9/2/14","2/14/09","371","article_jcreated_at","False","False","False"
"347-55","347-55","371","article_pagination","True","True","True"
"{""Waleed Alhazzani"",""Lehana Thabane"",""Deborah J Cook"",""Wojciech Szczeklik"",""Anees Sindi"",""Qi Zhou"",""Sultan Altayyar"",""Anna Wludarczyk"",""Gordon H Guyatt"",""[Collective Name] Fluids in Sepsis and Septic Shock Group"",""Michael Wang"",""Guowei Li"",""Roman Jaeschke"",""Diane Heels-Ansdell"",""Alison Fox-Robichaud"",""Bram Rochwerg"",""Fayez Alshamsi"",""Wang-Chun Ip"",""Djillali Annane"",""Lawrence Mbuagbaw""}","{""Waleed Alhazzani"",""Lehana Thabane"",""Deborah J Cook"",""Wojciech Szczeklik"",""Anees Sindi"",""Qi Zhou"",""Sultan Altayyar"",""Anna Wludarczyk"",""Gordon H Guyatt"",""[Collective Name] Fluids in Sepsis and Septic Shock Group"",""Michael Wang"",""Guowei Li"",""Roman Jaeschke"",""Diane Heels-Ansdell"",""Alison Fox-Robichaud"",""Bram Rochwerg"",""Fayez Alshamsi"",""Wang-Chun Ip"",""Djillali Annane"",""Lawrence Mbuagbaw""}","371","author_list","True","True","True"
"180827","180827","372","id","True","True","True"
"CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities","CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities","372","article_title","True","True","True"
"","","372","article_language","True","True","True"
"Energy Policy","Energy Policy","372","journal_title","True","True","True"
"","","372","jounral_abbreviation","True","True","True"
"0301-4215","0301-4215","372","journal_issn","True","True","True"
"47","47","372","article_jvolumn","True","True","True"
"0","0","372","article_jissue","True","True","True"
"1/1/12","1/12/01","372","article_jcreated_at","False","False","False"
"298-308","298-308","372","article_pagination","True","True","True"
"{""W. Yu"",""R. Pagani"",""L. Huang""}","{""W. Yu"",""R. Pagani"",""L. Huang""}","372","author_list","True","True","True"
"723057","723057","373","id","True","True","True"
"Measuring the value of research data: a citation analysis of oceanographic data sets","Measuring the value of research data: a citation analysis of oceanographic data sets","373","article_title","True","True","True"
"English","English","373","article_language","True","True","True"
"PLoS ONE [Electronic Resource]","PLoS ONE [Electronic Resource]","373","journal_title","True","True","True"
"","","373","jounral_abbreviation","True","True","True"
"","","373","journal_issn","True","True","True"
"9","9","373","article_jvolumn","True","True","True"
"0","0","373","article_jissue","True","True","True"
"1/1/14","1/14/01","373","article_jcreated_at","False","False","False"
"e92590","e92590","373","article_pagination","True","True","True"
"{""C. W. Belter""}","{""C. W. Belter""}","373","author_list","True","True","True"
"894502","894502","374","id","True","True","True"
"Trends in the quality of data from 5168 oligonucleotide microarrays from a single facility","Trends in the quality of data from 5168 oligonucleotide microarrays from a single facility","374","article_title","True","True","True"
"","","374","article_language","True","True","True"
"Journal of Biomolecular Techniques","Journal of Biomolecular Techniques","374","journal_title","True","True","True"
"","","374","jounral_abbreviation","True","True","True"
"","","374","journal_issn","True","True","True"
"16","16","374","article_jvolumn","True","True","True"
"2","2","374","article_jissue","True","True","True"
"1/1/05","1/5/01","374","article_jcreated_at","False","False","False"
"143-153","143-153","374","article_pagination","True","True","True"
"{""David B. Finkelstein""}","{""David B. Finkelstein""}","374","author_list","True","True","True"
"793410","793410","375","id","True","True","True"
"Nomogram to predict anastomotic leakage after laparoscopic anterior resection with intracorporeal rectal transection and double-stapling technique anastomosis for rectal cancer.","Nomogram to predict anastomotic leakage after laparoscopic anterior resection with intracorporeal rectal transection and double-stapling technique anastomosis for rectal cancer.","375","article_title","True","True","True"
"eng","eng","375","article_language","True","True","True"
"Hepato-gastroenterology","Hepato-gastroenterology","375","journal_title","True","True","True"
"Hepatogastroenterology","Hepatogastroenterology","375","jounral_abbreviation","True","True","True"
"0172-6390","0172-6390","375","journal_issn","True","True","True"
"61","61","375","article_jvolumn","True","True","True"
"133","133","375","article_jissue","True","True","True"
"7/1/14","1/14/07","375","article_jcreated_at","False","False","False"
"1257-61","1257-61","375","article_pagination","True","True","True"
"{""Qiang Huang"",""Yang Wu"",""Zhi Qiang Zhu"",""Wei Liang"",""Feng Shao"",""Han Hui Yao""}","{""Qiang Huang"",""Yang Wu"",""Zhi Qiang Zhu"",""Wei Liang"",""Feng Shao"",""Han Hui Yao""}","375","author_list","True","True","True"
"816944","816944","376","id","True","True","True"
"Cervical occupational hazards in ophthalmic plastic surgery","Cervical occupational hazards in ophthalmic plastic surgery","376","article_title","True","True","True"
"English","English","376","article_language","True","True","True"
"Current Opinion in Ophthalmology","Current Opinion in Ophthalmology","376","journal_title","True","True","True"
"","","376","jounral_abbreviation","True","True","True"
"","","376","journal_issn","True","True","True"
"26","26","376","article_jvolumn","True","True","True"
"5","5","376","article_jissue","True","True","True"
"1/1/15","1/15/01","376","article_jcreated_at","False","False","False"
"392-398","392-398","376","article_pagination","True","True","True"
"{""A.D. Nimbarte"",""J.A. Sivak-Callcotta"",""C.A. Mancinelli""}","{""A.D. Nimbarte"",""J.A. Sivak-Callcotta"",""C.A. Mancinelli""}","376","author_list","True","True","True"
"632040","632040","377","id","True","True","True"
"Association between proton pump inhibitor therapy and clostridium difficile infection: a contemporary systematic review and meta-analysis.","Association between proton pump inhibitor therapy and clostridium difficile infection: a contemporary systematic review and meta-analysis.","377","article_title","True","True","True"
"eng","eng","377","article_language","True","True","True"
"PLoS One","PLoS One","377","journal_title","True","True","True"
"PloS one","PloS one","377","jounral_abbreviation","True","True","True"
"1932-6203","1932-6203","377","journal_issn","True","True","True"
"7","7","377","article_jvolumn","True","True","True"
"12","12","377","article_jissue","True","True","True"
"1/1/12","1/12/01","377","article_jcreated_at","False","False","False"
"e50836","e50836","377","article_pagination","True","True","True"
"{""Talal Ibrahim"",""Mohamad Al Tannir"",""Imad M Tleyjeh"",""Abed Allehibi"",""Musa A Garbati"",""Abdur Rahman Khan"",""Muhammad Riaz"",""Alex J Sutton"",""Larry M Baddour"",""Faisal A Alasmari"",""Mushabab AlGhamdi"",""Aref A Bin Abdulhak"",""Patricia J Erwin""}","{""Talal Ibrahim"",""Mohamad Al Tannir"",""Imad M Tleyjeh"",""Abed Allehibi"",""Musa A Garbati"",""Abdur Rahman Khan"",""Muhammad Riaz"",""Alex J Sutton"",""Larry M Baddour"",""Faisal A Alasmari"",""Mushabab AlGhamdi"",""Aref A Bin Abdulhak"",""Patricia J Erwin""}","377","author_list","True","True","True"
"752280","752280","378","id","True","True","True"
"Relationship between water hardness and coronary mortality in Taiwan","Relationship between water hardness and coronary mortality in Taiwan","378","article_title","True","True","True"
"","","378","article_language","True","True","True"
"J Toxicol Environ Health","J Toxicol Environ Health","378","journal_title","True","True","True"
"","","378","jounral_abbreviation","True","True","True"
"0098-4108 (Print)     0098-4108 (Linking)","0098-4108 (Print)     0098-4108 (Linking)","378","journal_issn","True","True","True"
"49","49","378","article_jvolumn","True","True","True"
"1","1","378","article_jissue","True","True","True"
"1/1/96","1/1/96","378","article_jcreated_at","False","True","True"
"9-Jan","9-Jan","378","article_pagination","True","True","True"
"{""C. Y. Yang"",""T. N. Wang"",""H. F. Chiu"",""C. H. Lee"",""J. F. Chiu"",""Y. C. Ko""}","{""C. Y. Yang"",""T. N. Wang"",""H. F. Chiu"",""C. H. Lee"",""J. F. Chiu"",""Y. C. Ko""}","378","author_list","True","True","True"
"716594","716594","379","id","True","True","True"
"Groundbreaking study links physical activity with lower costs in seniors","Groundbreaking study links physical activity with lower costs in seniors","379","article_title","True","True","True"
"","","379","article_language","True","True","True"
"","","379","journal_title","True","True","True"
"","","379","jounral_abbreviation","True","True","True"
"","","379","journal_issn","True","True","True"
"7","7","379","article_jvolumn","True","True","True"
"5","5","379","article_jissue","True","True","True"
"1/1/04","1/4/01","379","article_jcreated_at","False","False","False"
"51-54 4p","51-54 4p","379","article_pagination","True","True","True"
"{NULL}","{NULL}","379","author_list","True","True","True"
"919751","919751","380","id","True","True","True"
"Bronchial mucus transport velocity in patients receiving propofol and remifentanil versus sevoflurane and remifentanil anesthesia.","Bronchial mucus transport velocity in patients receiving propofol and remifentanil versus sevoflurane and remifentanil anesthesia.","380","article_title","True","True","True"
"eng","eng","380","article_language","True","True","True"
"Anesthesia And Analgesia","Anesthesia And Analgesia","380","journal_title","True","True","True"
"Anesth Analg","Anesth Analg","380","jounral_abbreviation","True","True","True"
"1526-7598","1526-7598","380","journal_issn","True","True","True"
"102","102","380","article_jvolumn","True","True","True"
"5","5","380","article_jissue","True","True","True"
"5/1/06","1/6/05","380","article_jcreated_at","False","False","False"
"1427-30","1427-30","380","article_pagination","True","True","True"
"{""Michael J Paech"",""Stephan A Schug"",""Bhavesh Patel"",""Thomas Ledowski""}","{""Michael J Paech"",""Stephan A Schug"",""Bhavesh Patel"",""Thomas Ledowski""}","380","author_list","True","True","True"
"60309","60309","381","id","True","True","True"
"The pathogenesis of normal pressure hydrocephalus: a theoretical analysis.","The pathogenesis of normal pressure hydrocephalus: a theoretical analysis.","381","article_title","True","True","True"
"eng","eng","381","article_language","True","True","True"
"Bulletin of mathematical biology","Bulletin of mathematical biology","381","journal_title","True","True","True"
"Bull. Math. Biol.","Bull. Math. Biol.","381","jounral_abbreviation","True","True","True"
"0092-8240","0092-8240","381","journal_issn","True","True","True"
"61","61","381","article_jvolumn","True","True","True"
"5","5","381","article_jissue","True","True","True"
"9/1/99","9/1/99","381","article_jcreated_at","False","True","True"
"875-916","875-916","381","article_pagination","True","True","True"
"{""D N Levine""}","{""D N Levine""}","381","author_list","True","True","True"
"757176","757176","382","id","True","True","True"
"[Clinical characteristics in non-symptomatic infants with tuberculosis whose diagnostic clue was regular tuberculin skin test prior to BCG vaccination].","[Clinical characteristics in non-symptomatic infants with tuberculosis whose diagnostic clue was regular tuberculin skin test prior to BCG vaccination].","382","article_title","True","True","True"
"jpn","jpn","382","article_language","True","True","True"
"Kekkaku : [Tuberculosis]","Kekkaku : [Tuberculosis]","382","journal_title","True","True","True"
"Kekkaku","Kekkaku","382","jounral_abbreviation","True","True","True"
"0022-9776","0022-9776","382","journal_issn","True","True","True"
"80","80","382","article_jvolumn","True","True","True"
"8","8","382","article_jissue","True","True","True"
"8/1/05","1/5/08","382","article_jcreated_at","False","False","False"
"565-9","565-9","382","article_pagination","True","True","True"
"{""Shinya Kondo"",""Tomoo Miyagawa""}","{""Shinya Kondo"",""Tomoo Miyagawa""}","382","author_list","True","True","True"
"261329","261329","383","id","True","True","True"
"Abstracts from the ASENT 14th Annual Meeting","Abstracts from the ASENT 14th Annual Meeting","383","article_title","True","True","True"
"","","383","article_language","True","True","True"
"","","383","journal_title","True","True","True"
"","","383","jounral_abbreviation","True","True","True"
"","","383","journal_issn","True","True","True"
"9","9","383","article_jvolumn","True","True","True"
"3","3","383","article_jissue","True","True","True"
"1/1/12","1/12/01","383","article_jcreated_at","False","False","False"
"","","383","article_pagination","True","True","True"
"{NULL}","{NULL}","383","author_list","True","True","True"
"615903","615903","384","id","True","True","True"
"Cost-effectiveness of interventions promoting physical activity.","Cost-effectiveness of interventions promoting physical activity.","384","article_title","True","True","True"
"eng","eng","384","article_language","True","True","True"
"British journal of sports medicine","British journal of sports medicine","384","journal_title","True","True","True"
"Br J Sports Med","Br J Sports Med","384","jounral_abbreviation","True","True","True"
"1473-0480","1473-0480","384","journal_issn","True","True","True"
"43","43","384","article_jvolumn","True","True","True"
"1","1","384","article_jissue","True","True","True"
"1/1/09","1/9/01","384","article_jcreated_at","False","False","False"
"70-6","Jun-70","384","article_pagination","True","False","False"
"{""T Reinhold"",""F M�_ller-Riemenschneider"",""S N Willich""}","{""T Reinhold"",""F M_ller-Riemenschneider"",""S N Willich""}","384","author_list","True","False","False"
"169524","169524","385","id","True","True","True"
"Characterizing the sources, range, and environmental influences of radon 222 and its decay products","Characterizing the sources, range, and environmental influences of radon 222 and its decay products","385","article_title","True","True","True"
"","","385","article_language","True","True","True"
"The Science of the total environment","The Science of the total environment","385","journal_title","True","True","True"
"Sci. Total Environ.","Sci. Total Environ.","385","jounral_abbreviation","True","True","True"
"1879-1026","1879-1026","385","journal_issn","True","True","True"
"45","45","385","article_jvolumn","True","True","True"
"0","0","385","article_jissue","True","True","True"
"1/1/85","1/1/85","385","article_jcreated_at","False","True","True"
"233-44","233-44","385","article_pagination","True","True","True"
"{""B. A. Moed"",""S. M. Doyle"",""A. V. Nero"",""K. L. Revzan"",""M. B. Schwehr"",""R. G. Sextro"",""W. W. Nazaroff""}","{""B. A. Moed"",""S. M. Doyle"",""A. V. Nero"",""K. L. Revzan"",""M. B. Schwehr"",""R. G. Sextro"",""W. W. Nazaroff""}","385","author_list","True","True","True"
"178424","178424","386","id","True","True","True"
"Spatial measures associated with stair use","Spatial measures associated with stair use","386","article_title","True","True","True"
"","","386","article_language","True","True","True"
"","","386","journal_title","True","True","True"
"","","386","jounral_abbreviation","True","True","True"
"","","386","journal_issn","True","True","True"
"21","21","386","article_jvolumn","True","True","True"
"0","0","386","article_jissue","True","True","True"
"1/1/07","1/7/01","386","article_jcreated_at","False","False","False"
"346-352","346-352","386","article_pagination","True","True","True"
"{""Bafna Bassler Blarney Coleman Hillier Kerr Kerr Kerr Livingston Marshall Pauls Peponis Pikora Stokols Templer Zimring Andersen"",""Gayle Nicoll""}","{""Bafna Bassler Blarney Coleman Hillier Kerr Kerr Kerr Livingston Marshall Pauls Peponis Pikora Stokols Templer Zimring Andersen"",""Gayle Nicoll""}","386","author_list","True","True","True"
"716357","716357","387","id","True","True","True"
"Urban, rural, and regional variations in physical activity","Urban, rural, and regional variations in physical activity","387","article_title","True","True","True"
"","","387","article_language","True","True","True"
"","","387","journal_title","True","True","True"
"","","387","jounral_abbreviation","True","True","True"
"","","387","journal_issn","True","True","True"
"21","21","387","article_jvolumn","True","True","True"
"3","3","387","article_jissue","True","True","True"
"1/1/05","1/5/01","387","article_jcreated_at","False","False","False"
"239-244 6p","239-244 6p","387","article_pagination","True","True","True"
"{""Durstine JL"",""Mayo K"",""Martin SL"",""Kirkner GJ"",""Matthews CE"",""Hebert JR""}","{""Durstine JL"",""Mayo K"",""Martin SL"",""Kirkner GJ"",""Matthews CE"",""Hebert JR""}","387","author_list","True","True","True"
"448010","448010","388","id","True","True","True"
"Attitudes of physicians regarding anticoagulation for atrial fibrillation: a systematic review. [Review]","Attitudes of physicians regarding anticoagulation for atrial fibrillation: a systematic review. [Review]","388","article_title","True","True","True"
"","","388","article_language","True","True","True"
"","","388","journal_title","True","True","True"
"","","388","jounral_abbreviation","True","True","True"
"","","388","journal_issn","True","True","True"
"0","0","388","article_jvolumn","True","True","True"
"0","0","388","article_jissue","True","True","True"
"","","388","article_jcreated_at","True","True","True"
"","","388","article_pagination","True","True","True"
"{NULL}","{NULL}","388","author_list","True","True","True"
"788729","788729","389","id","True","True","True"
"Impact of clinical pharmacist intervention on diabetes-related outcomes in a military treatment facility","Impact of clinical pharmacist intervention on diabetes-related outcomes in a military treatment facility","389","article_title","True","True","True"
"eng","eng","389","article_language","True","True","True"
"Ann Pharmacother","Ann Pharmacother","389","journal_title","True","True","True"
"The Annals of pharmacotherapy","The Annals of pharmacotherapy","389","jounral_abbreviation","True","True","True"
"1060-0280","1060-0280","389","journal_issn","True","True","True"
"46","46","389","article_jvolumn","True","True","True"
"3","3","389","article_jissue","True","True","True"
"1/1/12","1/12/01","389","article_jcreated_at","False","False","False"
"353-7","353-7","389","article_pagination","True","True","True"
"{""C. S. Berry-Caban"",""L. Bowers"",""S. Wallgren""}","{""C. S. Berry-Caban"",""L. Bowers"",""S. Wallgren""}","389","author_list","True","True","True"
"624354","624354","390","id","True","True","True"
"Usefulness of US cost-of-illness studies in healthcare decision making.","Usefulness of US cost-of-illness studies in healthcare decision making.","390","article_title","True","True","True"
"eng","eng","390","article_language","True","True","True"
"PharmacoEconomics","PharmacoEconomics","390","journal_title","True","True","True"
"Pharmacoeconomics","Pharmacoeconomics","390","jounral_abbreviation","True","True","True"
"1170-7690","1170-7690","390","journal_issn","True","True","True"
"19","19","390","article_jvolumn","True","True","True"
"2","2","390","article_jissue","True","True","True"
"1/1/01","1/1/01","390","article_jcreated_at","False","True","True"
"207-13","207-13","390","article_pagination","True","True","True"
"{""D J Bruno"",""B S Bloom"",""R Jayadevappa"",""D Y Maman""}","{""D J Bruno"",""B S Bloom"",""R Jayadevappa"",""D Y Maman""}","390","author_list","True","True","True"
"112716","112716","391","id","True","True","True"
"Diabetes incidence in Pima indians: contributions of obesity and parental diabetes.","Diabetes incidence in Pima indians: contributions of obesity and parental diabetes.","391","article_title","True","True","True"
"eng","eng","391","article_language","True","True","True"
"American Journal of Epidemiology","American Journal of Epidemiology","391","journal_title","True","True","True"
"Am.J.Epidemiol.","Am.J.Epidemiol.","391","jounral_abbreviation","True","True","True"
"Feb-62","Feb-62","391","journal_issn","False","True","True"
"113","113","391","article_jvolumn","True","True","True"
"2","2","391","article_jissue","True","True","True"
"2/1/81","2/1/81","391","article_jcreated_at","False","True","True"
"144-56","144-56","391","article_pagination","True","True","True"
"{""W C Knowler"",""P J Savage"",""P H Bennett"",""D J Pettitt""}","{""W C Knowler"",""P J Savage"",""P H Bennett"",""D J Pettitt""}","391","author_list","True","True","True"
"881020","881020","392","id","True","True","True"
"[Laparoscopic appendectomy after the learning curve].","[Laparoscopic appendectomy after the learning curve].","392","article_title","True","True","True"
"spa","spa","392","article_language","True","True","True"
"Cirug�_a Pedi��trica: Organo Oficial De La Sociedad Espa̱ola De Cirug�_a Pedi��trica","Cirug_a Peditrica: Organo Oficial De La Sociedad Espaola De Cirug_a Peditrica","392","journal_title","True","False","False"
"Cir Pediatr","Cir Pediatr","392","jounral_abbreviation","True","True","True"
"0214-1221","0214-1221","392","journal_issn","True","True","True"
"21","21","392","article_jvolumn","True","True","True"
"3","3","392","article_jissue","True","True","True"
"7/1/08","1/8/07","392","article_jcreated_at","False","False","False"
"167-72","167-72","392","article_pagination","True","True","True"
"{""J Arana"",""E Rezola"",""A Villanueva"",""M I Intxaurrondo"",""M Su̱ol"",""I Eizaguirre"",""J Garay""}","{""J Arana"",""E Rezola"",""A Villanueva"",""M I Intxaurrondo"",""M Suol"",""I Eizaguirre"",""J Garay""}","392","author_list","True","False","False"
"605643","605643","393","id","True","True","True"
"[The effect of shift work on the health of workers: a systematic review].","[The effect of shift work on the health of workers: a systematic review].","393","article_title","True","True","True"
"por","por","393","article_language","True","True","True"
"O papel dos profissionais de saude em casos de violencia domestica: um relato de experiencia.","O papel dos profissionais de saude em casos de violencia domestica: um relato de experiencia.","393","journal_title","True","True","True"
"","","393","jounral_abbreviation","True","True","True"
"0102-6933","0102-6933","393","journal_issn","True","True","True"
"29","29","393","article_jvolumn","True","True","True"
"4","4","393","article_jissue","True","True","True"
"12/1/08","1/8/12","393","article_jcreated_at","False","False","False"
"639-46","639-46","393","article_pagination","True","True","True"
"{""Eunice Fabiani Hilleshein"",""Liana Lautert"",""Karine Kummer Gemelli""}","{""Eunice Fabiani Hilleshein"",""Liana Lautert"",""Karine Kummer Gemelli""}","393","author_list","True","True","True"
"5782","5782","394","id","True","True","True"
"Oral dimenhydrinate versus placebo in children with gastroenteritis: A randomized controlled trial","Oral dimenhydrinate versus placebo in children with gastroenteritis: A randomized controlled trial","394","article_title","True","True","True"
"","","394","article_language","True","True","True"
"Pediatrics","Pediatrics","394","journal_title","True","True","True"
"","","394","jounral_abbreviation","True","True","True"
"","","394","journal_issn","True","True","True"
"129","129","394","article_jvolumn","True","True","True"
"6","6","394","article_jissue","True","True","True"
"1/1/12","1/12/01","394","article_jcreated_at","False","False","False"
"1050-1055","1050-1055","394","article_pagination","True","True","True"
"{""S. Gouin"",""J. Gravel"",""M. Roy"",""D. Lebel"",""T.-T. Vo""}","{""S. Gouin"",""J. Gravel"",""M. Roy"",""D. Lebel"",""T.-T. Vo""}","394","author_list","True","True","True"
"852332","852332","395","id","True","True","True"
"Early and late mortality in hospitalised patients with raised cardiac troponin T.","Early and late mortality in hospitalised patients with raised cardiac troponin T.","395","article_title","True","True","True"
"eng","eng","395","article_language","True","True","True"
"Postgraduate medical journal","Postgraduate medical journal","395","journal_title","True","True","True"
"Postgrad Med J","Postgrad Med J","395","jounral_abbreviation","True","True","True"
"1469-0756","1469-0756","395","journal_issn","True","True","True"
"88","88","395","article_jvolumn","True","True","True"
"1042","1042","395","article_jissue","True","True","True"
"8/1/12","1/12/08","395","article_jcreated_at","False","False","False"
"437-42","437-42","395","article_pagination","True","True","True"
"{""Julia Dawn Jones"",""Touran Heidi Keen"",""Peter Sze Chai Wong"",""Reza Ashrafi"",""Omer Khanzada"",""Derek Richard Robinson"",""Upul Wickramarachchi""}","{""Julia Dawn Jones"",""Touran Heidi Keen"",""Peter Sze Chai Wong"",""Reza Ashrafi"",""Omer Khanzada"",""Derek Richard Robinson"",""Upul Wickramarachchi""}","395","author_list","True","True","True"
"343395","343395","396","id","True","True","True"
"Comprehensive multidisciplinary patient assessment and selection before TAVI procedure.","Comprehensive multidisciplinary patient assessment and selection before TAVI procedure.","396","article_title","True","True","True"
"eng","eng","396","article_language","True","True","True"
"Minerva cardioangiologica","Minerva cardioangiologica","396","journal_title","True","True","True"
"Minerva Cardioangiol","Minerva Cardioangiol","396","jounral_abbreviation","True","True","True"
"1827-1618","1827-1618","396","journal_issn","True","True","True"
"62","62","396","article_jvolumn","True","True","True"
"2","2","396","article_jissue","True","True","True"
"4/1/14","1/14/04","396","article_jcreated_at","False","False","False"
"177-91","177-91","396","article_pagination","True","True","True"
"{""A Rezq"",""D Covello"",""C Godino"",""M Montorfano"",""A Colombo""}","{""A Rezq"",""D Covello"",""C Godino"",""M Montorfano"",""A Colombo""}","396","author_list","True","True","True"
"826830","826830","397","id","True","True","True"
"Early thoracic sympathetic block improves the treatment effect for upper extremity neuropathic pain","Early thoracic sympathetic block improves the treatment effect for upper extremity neuropathic pain","397","article_title","True","True","True"
"eng","eng","397","article_language","True","True","True"
"Anesthesia And Analgesia","Anesthesia And Analgesia","397","journal_title","True","True","True"
"Anesth Analg","Anesth Analg","397","jounral_abbreviation","True","True","True"
"1526-7598","1526-7598","397","journal_issn","True","True","True"
"113","113","397","article_jvolumn","True","True","True"
"3","3","397","article_jissue","True","True","True"
"1/1/11","1/11/01","397","article_jcreated_at","False","False","False"
"605-9","605-9","397","article_pagination","True","True","True"
"{""Pyung Bok Lee"",""Francis Sahngun Nahm"",""Hyung Seok Yoo"",""Chul Joong Lee""}","{""Pyung Bok Lee"",""Francis Sahngun Nahm"",""Hyung Seok Yoo"",""Chul Joong Lee""}","397","author_list","True","True","True"
"905100","905100","398","id","True","True","True"
"Coping with arthritis using safer herbal options","Coping with arthritis using safer herbal options","398","article_title","True","True","True"
"","","398","article_language","True","True","True"
"Int. J.  Pharmcy Pharm. Sci.","Int. J.  Pharmcy Pharm. Sci.","398","journal_title","True","True","True"
"","","398","jounral_abbreviation","True","True","True"
"0975-1491","0975-1491","398","journal_issn","True","True","True"
"2","2","398","article_jvolumn","True","True","True"
"1","1","398","article_jissue","True","True","True"
"","","398","article_jcreated_at","True","True","True"
"11-Jan","11-Jan","398","article_pagination","True","True","True"
"{""Patwardhan S.K."",""Bodas K.S."",""Gundewar S.S.""}","{""Patwardhan S.K."",""Bodas K.S."",""Gundewar S.S.""}","398","author_list","True","True","True"
"34517","34517","399","id","True","True","True"
"Identification of a novel missense (C7W) mutation of SOD1 in a large familial amyotrophic lateral sclerosis pedigree.","Identification of a novel missense (C7W) mutation of SOD1 in a large familial amyotrophic lateral sclerosis pedigree.","399","article_title","True","True","True"
"eng","eng","399","article_language","True","True","True"
"Neurobiology of aging","Neurobiology of aging","399","journal_title","True","True","True"
"Neurobiol. Aging","Neurobiol. Aging","399","jounral_abbreviation","True","True","True"
"1558-1497","1558-1497","399","journal_issn","True","True","True"
"35","35","399","article_jvolumn","True","True","True"
"3","3","399","article_jissue","True","True","True"
"3/1/14","1/14/03","399","article_jcreated_at","False","False","False"
"725.e11-5","725.e11-5","399","article_pagination","True","True","True"
"{""Zhongsheng Sun"",""Huajing Teng"",""Tao Cai"",""Xusheng Huang"",""Ping Yu"",""Fang Cui"",""Zhaohui Chen"",""Fengbiao Mao"",""Wanshi Cai"",""Zhanjun Wang"",""Lin Chen"",""Jiesi Wang""}","{""Zhongsheng Sun"",""Huajing Teng"",""Tao Cai"",""Xusheng Huang"",""Ping Yu"",""Fang Cui"",""Zhaohui Chen"",""Fengbiao Mao"",""Wanshi Cai"",""Zhanjun Wang"",""Lin Chen"",""Jiesi Wang""}","399","author_list","True","True","True"
"771377","771377","400","id","True","True","True"
"Secondary prophylaxis for rheumatic fever: simple concepts, difficult delivery","Secondary prophylaxis for rheumatic fever: simple concepts, difficult delivery","400","article_title","True","True","True"
"eng","eng","400","article_language","True","True","True"
"World J Pediatr Congenit Heart Surg","World J Pediatr Congenit Heart Surg","400","journal_title","True","True","True"
"World journal for pediatric & congenital heart surgery","World journal for pediatric & congenital heart surgery","400","jounral_abbreviation","True","True","True"
"2150-1351 (Print)     2150-1351","2150-1351 (Print)     2150-1351","400","journal_issn","True","True","True"
"4","4","400","article_jvolumn","True","True","True"
"4","4","400","article_jissue","True","True","True"
"1/1/13","1/13/01","400","article_jcreated_at","False","False","False"
"380-4","380-4","400","article_pagination","True","True","True"
"{""N. Wilson""}","{""N. Wilson""}","400","author_list","True","True","True"
"32426","32426","401","id","True","True","True"
"Evaluation of a single intra-articular injection of autologous protein solution for treatment of osteoarthritis in horses.","Evaluation of a single intra-articular injection of autologous protein solution for treatment of osteoarthritis in horses.","401","article_title","True","True","True"
"eng","eng","401","article_language","True","True","True"
"American journal of veterinary research","American journal of veterinary research","401","journal_title","True","True","True"
"Am. J. Vet. Res.","Am. J. Vet. Res.","401","jounral_abbreviation","True","True","True"
"1943-5681","1943-5681","401","journal_issn","True","True","True"
"75","75","401","article_jvolumn","True","True","True"
"2","2","401","article_jissue","True","True","True"
"2/1/14","1/14/02","401","article_jcreated_at","False","False","False"
"141-51","141-51","401","article_pagination","True","True","True"
"{""Akikazu Ishihara"",""Maxey L Wellman"",""Andrea R Barnaba"",""Alicia L Bertone"",""Peter M Kanter"",""Rebecca A Schwarze"",""Michael L Schmall"",""Ron L Genovese"",""Lisa J Zekas"",""Katharine B Lewis""}","{""Akikazu Ishihara"",""Maxey L Wellman"",""Andrea R Barnaba"",""Alicia L Bertone"",""Peter M Kanter"",""Rebecca A Schwarze"",""Michael L Schmall"",""Ron L Genovese"",""Lisa J Zekas"",""Katharine B Lewis""}","401","author_list","True","True","True"
"722451","722451","402","id","True","True","True"
"Supply chain orientation in SMEs as an attitudinal construct","Supply chain orientation in SMEs as an attitudinal construct","402","article_title","True","True","True"
"English","English","402","article_language","True","True","True"
